London Paddington,Reading,11/01/2024,21:30:00,22:30:00,22:30:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,21:30:00,22:30:00,22:30:00,On Time,;;;;;;;;
London Euston,Manchester Piccadilly,11/01/2024,00:30:00,02:20:00,02:20:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,00:30:00,01:00:00,01:00:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,21:45:00,23:05:00,23:05:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,22:00:00,23:20:00,23:20:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,22:15:00,00:05:00,00:05:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,22:15:00,23:35:00,23:35:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,22:30:00,23:50:00,23:50:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,01:30:00,02:30:00,02:30:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,01:30:00,02:00:00,02:00:00,On Time,;;;;;;;;
London Kings Cross,Liverpool Lime Street,11/01/2024,01:45:00,04:00:00,04:00:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,23:45:00,00:15:00,00:15:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,23:45:00,00:15:00,00:15:00,On Time,;;;;;;;;
York,Durham,11/01/2024,01:45:00,02:35:00,02:35:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,02:00:00,03:00:00,03:00:00,On Time,;;;;;;;;
Manchester Piccadilly,Nottingham,11/01/2024,02:00:00,03:00:00,,Cancelled,Weather Conditions;;;;;;;;
Manchester Piccadilly,Nottingham,11/01/2024,02:00:00,03:00:00,,Cancelled,Weather Conditions;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,02:30:00,03:50:00,03:50:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,02:30:00,03:00:00,03:00:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,23:30:00,00:30:00,00:30:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,23:45:00,00:45:00,00:45:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,23:45:00,01:05:00,01:05:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,23:45:00,01:05:00,01:05:00,On Time,;;;;;;;;
York,Durham,12/01/2024,23:45:00,00:35:00,00:35:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,23:45:00,00:45:00,00:45:00,On Time,;;;;;;;;
Manchester Piccadilly,London Euston,11/01/2024,03:30:00,05:20:00,05:57:00,Delayed,Weather Conditions;;;;;;;;
Manchester Piccadilly,London Euston,11/01/2024,03:30:00,05:20:00,05:57:00,Delayed,Weather Conditions;;;;;;;;
London Kings Cross,York,11/01/2024,03:45:00,05:35:00,05:35:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,03:45:00,05:35:00,05:35:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,03:45:00,05:05:00,05:05:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,04:15:00,05:35:00,05:35:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,01:15:00,02:35:00,02:35:00,On Time,;;;;;;;;
Birmingham New Street,London St Pancras,11/01/2024,04:30:00,05:50:00,05:50:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,04:30:00,05:50:00,,Cancelled,Staffing;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,04:30:00,05:50:00,,Cancelled,Staffing;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,04:30:00,05:50:00,,Cancelled,Staffing;;;;;;;;
London St Pancras,Birmingham New Street,12/01/2024,01:45:00,03:05:00,03:05:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,05:15:00,07:05:00,07:05:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,05:15:00,06:15:00,06:15:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,02:30:00,03:50:00,03:50:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,12/01/2024,02:30:00,03:00:00,03:00:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,11/01/2024,09:30:00,11:45:00,12:06:00,Delayed,Traffic;;;;;;;;
London Paddington,Reading,11/01/2024,05:45:00,06:45:00,06:45:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,06:00:00,06:30:00,06:30:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,06:00:00,06:30:00,06:30:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,06:15:00,07:15:00,07:15:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,06:15:00,08:05:00,08:05:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,06:15:00,07:15:00,07:15:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,06:15:00,07:15:00,07:15:00,On Time,;;;;;;;;
Birmingham New Street,London St Pancras,11/01/2024,06:30:00,07:50:00,07:50:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,06:30:00,07:00:00,07:00:00,On Time,;;;;;;;;
Birmingham New Street,London St Pancras,11/01/2024,06:30:00,07:50:00,07:50:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,06:30:00,07:50:00,07:50:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,06:45:00,07:15:00,07:15:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,06:45:00,07:15:00,07:15:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,06:45:00,07:15:00,07:15:00,On Time,;;;;;;;;
London Kings Cross,York,12/01/2024,04:00:00,05:50:00,05:50:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,09:30:00,11:20:00,11:20:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,04:00:00,04:30:00,04:30:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,04:15:00,05:35:00,05:35:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,07:30:00,08:50:00,08:50:00,On Time,;;;;;;;;
Reading,Swindon,11/01/2024,07:30:00,08:15:00,08:15:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,07:30:00,09:20:00,09:20:00,On Time,;;;;;;;;
Reading,Swindon,11/01/2024,07:30:00,08:15:00,08:15:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,07:30:00,09:20:00,09:20:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,04:30:00,05:30:00,05:30:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,12/01/2024,04:30:00,05:50:00,05:50:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,05:00:00,05:30:00,05:30:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,11/01/2024,08:00:00,10:15:00,11:07:00,Delayed,Weather;;;;;;;;
Liverpool Lime Street,London Euston,11/01/2024,08:00:00,10:15:00,11:07:00,Delayed,Weather;;;;;;;;
London Euston,Manchester Piccadilly,11/01/2024,08:00:00,09:50:00,09:50:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,08:00:00,08:30:00,08:30:00,On Time,;;;;;;;;
London Euston,Manchester Piccadilly,12/01/2024,05:00:00,06:50:00,06:50:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,05:00:00,05:30:00,05:30:00,On Time,;;;;;;;;
London Kings Cross,York,12/01/2024,05:00:00,06:50:00,06:50:00,On Time,;;;;;;;;
London Euston,Manchester Piccadilly,11/01/2024,08:00:00,09:50:00,09:50:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,11/01/2024,08:00:00,10:15:00,11:07:00,Delayed,Weather;;;;;;;;
Liverpool Lime Street,London Euston,11/01/2024,08:00:00,10:15:00,11:07:00,Delayed,Weather;;;;;;;;
London Paddington,Reading,11/01/2024,08:00:00,09:00:00,09:00:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,11/01/2024,08:00:00,10:15:00,11:07:00,Delayed,Weather;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,05:15:00,05:45:00,05:45:00,On Time,;;;;;;;;
Manchester Piccadilly,Sheffield,11/01/2024,08:15:00,09:00:00,09:00:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,08:30:00,09:30:00,09:30:00,On Time,;;;;;;;;
London Paddington,Oxford,11/01/2024,07:45:00,09:15:00,09:15:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,07:45:00,09:35:00,09:35:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,08:45:00,09:45:00,09:45:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,07:45:00,09:35:00,09:35:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,07:45:00,08:45:00,08:45:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,08:45:00,10:05:00,,Cancelled,Signal Failure;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,09:00:00,09:30:00,09:30:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,09:00:00,10:00:00,10:00:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,12/01/2024,06:00:00,06:30:00,06:30:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,09:00:00,09:30:00,10:18:00,Delayed,Signal Failure;;;;;;;;
London Kings Cross,Edinburgh Waverley,11/01/2024,16:00:00,20:20:00,20:20:00,On Time,;;;;;;;;
London Kings Cross,York,12/01/2024,06:15:00,08:05:00,08:05:00,On Time,;;;;;;;;
Reading,Didcot,12/01/2024,06:15:00,06:30:00,,Cancelled,Staff Shortage;;;;;;;;
London Paddington,Reading,12/01/2024,06:15:00,07:15:00,07:15:00,On Time,;;;;;;;;
London Kings Cross,York,12/01/2024,06:15:00,08:05:00,08:05:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,06:15:00,07:15:00,07:15:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,06:30:00,07:50:00,,Cancelled,Staff Shortage;;;;;;;;
York,Doncaster,12/01/2024,06:30:00,07:00:00,07:00:00,On Time,;;;;;;;;
York,Doncaster,12/01/2024,06:30:00,07:00:00,07:00:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,06:30:00,07:50:00,,Cancelled,Staff Shortage;;;;;;;;
Birmingham New Street,Nuneaton,12/01/2024,06:30:00,06:50:00,06:50:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,07:45:00,08:45:00,08:45:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,06:45:00,07:15:00,07:15:00,On Time,;;;;;;;;
London Paddington,Oxford,12/01/2024,07:45:00,09:15:00,09:15:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,06:45:00,07:15:00,07:15:00,On Time,;;;;;;;;
London Paddington,Oxford,12/01/2024,07:45:00,09:15:00,09:15:00,On Time,;;;;;;;;
London Kings Cross,York,12/01/2024,07:45:00,09:35:00,09:35:00,On Time,;;;;;;;;
London Paddington,Oxford,12/01/2024,07:45:00,09:15:00,09:15:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,07:45:00,08:45:00,08:45:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,07:45:00,08:45:00,08:45:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,06:45:00,07:45:00,07:45:00,On Time,;;;;;;;;
London Paddington,Oxford,12/01/2024,07:45:00,09:15:00,09:15:00,On Time,;;;;;;;;
London Paddington,Oxford,05/02/2024,07:45:00,09:15:00,09:15:00,On Time,;;;;;;;;
Oxford,Bristol Temple Meads,12/01/2024,07:00:00,08:15:00,08:15:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,07:00:00,08:00:00,08:00:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,07:00:00,07:30:00,07:30:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,10:15:00,10:45:00,10:45:00,On Time,;;;;;;;;
Birmingham New Street,London St Pancras,12/01/2024,07:15:00,08:35:00,08:35:00,On Time,;;;;;;;;
London Kings Cross,York,12/01/2024,07:30:00,09:20:00,09:20:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,07:30:00,08:00:00,08:00:00,On Time,;;;;;;;;
York,Peterborough,12/01/2024,07:30:00,08:40:00,08:40:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,12/01/2024,07:30:00,08:50:00,08:50:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,10:30:00,11:00:00,11:00:00,On Time,;;;;;;;;
London Kings Cross,York,12/01/2024,07:30:00,09:20:00,09:20:00,On Time,;;;;;;;;
London Kings Cross,York,12/01/2024,07:30:00,09:20:00,09:20:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,07:30:00,08:50:00,08:50:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,10:30:00,11:00:00,11:00:00,On Time,;;;;;;;;
Reading,Swindon,12/01/2024,07:30:00,08:15:00,08:15:00,On Time,;;;;;;;;
Reading,Swindon,12/01/2024,07:30:00,08:15:00,08:15:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,10:45:00,12:05:00,12:05:00,On Time,;;;;;;;;
Manchester Piccadilly,Sheffield,11/01/2024,10:45:00,11:30:00,11:30:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,09:45:00,11:05:00,11:05:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,10:45:00,11:15:00,11:15:00,On Time,;;;;;;;;
Reading,Oxford,12/01/2024,08:00:00,08:25:00,08:25:00,On Time,;;;;;;;;
London Paddington,Liverpool Lime Street,11/01/2024,11:00:00,13:30:00,13:30:00,On Time,;;;;;;;;
London Euston,Manchester Piccadilly,12/01/2024,08:00:00,09:50:00,09:50:00,On Time,;;;;;;;;
London Euston,Manchester Piccadilly,12/01/2024,08:00:00,09:50:00,09:50:00,On Time,;;;;;;;;
Manchester Piccadilly,Sheffield,11/01/2024,11:00:00,11:45:00,11:45:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,11:00:00,12:20:00,12:20:00,On Time,;;;;;;;;
Oxford,Bristol Temple Meads,12/01/2024,08:00:00,09:15:00,09:15:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,12/01/2024,08:00:00,10:15:00,10:15:00,On Time,;;;;;;;;
Reading,Oxford,12/01/2024,08:00:00,08:25:00,08:25:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,12/01/2024,08:15:00,09:35:00,09:35:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,11:15:00,12:35:00,12:35:00,On Time,;;;;;;;;
London Euston,Manchester Piccadilly,12/01/2024,07:45:00,09:35:00,09:35:00,On Time,;;;;;;;;
Manchester Piccadilly,Leeds,12/01/2024,08:15:00,09:00:00,09:00:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,11:30:00,12:50:00,12:50:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,11:45:00,13:05:00,,Cancelled,Signal failure;;;;;;;;
Manchester Piccadilly,London Euston,12/01/2024,08:45:00,10:35:00,10:35:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,12:00:00,13:20:00,13:20:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,09:00:00,10:00:00,10:00:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,12:00:00,12:30:00,12:30:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,12:00:00,13:20:00,13:20:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,09:00:00,10:00:00,10:00:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,12:45:00,13:45:00,13:45:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,12:45:00,13:45:00,13:45:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,13:00:00,14:50:00,14:50:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,13:00:00,13:30:00,13:30:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,13:00:00,14:20:00,14:20:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,13:30:00,14:00:00,14:00:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,10:30:00,11:00:00,11:00:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,13:30:00,14:00:00,14:00:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,10:30:00,11:50:00,11:50:00,On Time,;;;;;;;;
Manchester Piccadilly,York,12/01/2024,11:00:00,12:30:00,12:30:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,12/01/2024,11:00:00,12:20:00,12:20:00,On Time,;;;;;;;;
London Paddington,Liverpool Lime Street,12/01/2024,11:00:00,13:30:00,13:30:00,On Time,;;;;;;;;
London Paddington,Manchester Piccadilly,11/01/2024,14:15:00,16:30:00,16:30:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,11:15:00,11:45:00,11:45:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,14:30:00,15:30:00,15:30:00,On Time,;;;;;;;;
London Kings Cross,York,12/01/2024,11:45:00,13:35:00,13:35:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,11:45:00,13:05:00,13:05:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,11:45:00,12:45:00,12:45:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,12/01/2024,12:00:00,12:30:00,,Cancelled,Signal failure;;;;;;;;
London Kings Cross,York,12/01/2024,09:30:00,11:20:00,11:20:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,12/01/2024,12:00:00,13:20:00,13:20:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,12/01/2024,18:45:00,20:05:00,20:05:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,15:30:00,16:30:00,16:30:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,15:30:00,16:50:00,16:50:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,15:45:00,17:05:00,17:05:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,12:45:00,13:45:00,13:45:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,15:45:00,17:35:00,17:35:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,16:00:00,17:20:00,18:01:00,Delayed,Signal failure;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,16:00:00,17:20:00,18:01:00,Delayed,Signal failure;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,16:00:00,17:20:00,18:01:00,Delayed,Signal failure;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,16:00:00,17:20:00,18:01:00,Delayed,Signal failure;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,16:00:00,17:20:00,18:01:00,Delayed,Signal failure;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,16:00:00,17:20:00,18:01:00,Delayed,Signal failure;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,13:00:00,13:30:00,13:30:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,16:00:00,17:20:00,18:01:00,Delayed,Signal failure;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,12/01/2024,13:15:00,13:45:00,13:45:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,16:15:00,16:45:00,,Cancelled,Staff Shortage;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,16:15:00,16:45:00,,Cancelled,Staff Shortage;;;;;;;;
London Paddington,Reading,12/01/2024,13:15:00,14:15:00,14:15:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,16:15:00,17:35:00,17:35:00,On Time,;;;;;;;;
London St Pancras,Leicester,11/01/2024,16:15:00,17:15:00,,Cancelled,Signal failure;;;;;;;;
Liverpool Lime Street,London Euston,11/01/2024,15:30:00,17:45:00,18:04:00,Delayed,Staffing;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,17:45:00,18:15:00,18:15:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,17:45:00,19:35:00,19:43:00,Delayed,Signal failure;;;;;;;;
Manchester Piccadilly,London Paddington,12/01/2024,13:45:00,16:00:00,16:00:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,17:45:00,19:35:00,19:43:00,Delayed,Signal failure;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,12/01/2024,13:45:00,14:15:00,14:15:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,17:45:00,19:35:00,19:43:00,Delayed,Signal failure;;;;;;;;
Manchester Piccadilly,London Paddington,12/01/2024,13:45:00,16:00:00,16:00:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,12/01/2024,14:00:00,15:20:00,15:20:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,17:00:00,18:20:00,18:20:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,14:00:00,15:00:00,15:00:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,17:00:00,18:20:00,18:20:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,11/01/2024,17:00:00,19:15:00,19:15:00,On Time,;;;;;;;;
London Kings Cross,York,11/01/2024,17:45:00,19:35:00,19:43:00,Delayed,Signal failure;;;;;;;;
Manchester Piccadilly,London Euston,12/01/2024,15:30:00,17:20:00,17:44:00,Delayed,Staffing;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,17:45:00,19:05:00,19:05:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,17:45:00,19:05:00,19:05:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,12/01/2024,14:30:00,15:00:00,15:00:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,12/01/2024,14:45:00,15:15:00,15:15:00,On Time,;;;;;;;;
London Paddington,Reading,12/01/2024,15:00:00,16:00:00,16:00:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,18:15:00,19:15:00,,Cancelled,Staffing;;;;;;;;
Birmingham New Street,York,11/01/2024,18:30:00,20:15:00,20:15:00,On Time,;;;;;;;;
Birmingham New Street,Tamworth,11/01/2024,18:45:00,19:05:00,19:05:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,18:45:00,20:05:00,20:05:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,18:45:00,20:05:00,20:05:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,18:45:00,20:05:00,20:05:00,On Time,;;;;;;;;
Birmingham New Street,Nuneaton,11/01/2024,18:45:00,19:05:00,19:05:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,18:45:00,20:05:00,20:05:00,On Time,;;;;;;;;
Birmingham New Street,Nuneaton,11/01/2024,18:45:00,19:05:00,19:05:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,11/01/2024,18:45:00,20:05:00,20:05:00,On Time,;;;;;;;;
Birmingham New Street,Nuneaton,11/01/2024,18:45:00,19:05:00,19:05:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,16:00:00,17:20:00,17:20:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,16:00:00,17:20:00,17:20:00,On Time,;;;;;;;;
London Kings Cross,York,12/01/2024,16:00:00,17:50:00,17:50:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,16:00:00,17:20:00,17:20:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,16:00:00,17:20:00,17:20:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,16:15:00,17:35:00,17:35:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,12/01/2024,16:15:00,16:45:00,16:45:00,On Time,;;;;;;;;
Birmingham New Street,Manchester Piccadilly,12/01/2024,16:15:00,17:35:00,17:35:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,12/01/2024,16:15:00,16:45:00,16:45:00,On Time,;;;;;;;;
London St Pancras,Leicester,12/01/2024,16:15:00,17:15:00,17:15:00,On Time,;;;;;;;;
Birmingham New Street,Manchester Piccadilly,12/01/2024,16:15:00,17:35:00,17:35:00,On Time,;;;;;;;;
Manchester Piccadilly,London Euston,12/01/2024,17:30:00,19:20:00,19:41:00,Delayed,Technical Issue;;;;;;;;
Liverpool Lime Street,London Euston,12/01/2024,17:30:00,19:45:00,20:04:00,Delayed,Technical Issue;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,11/01/2024,20:00:00,20:30:00,20:30:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,20:15:00,20:45:00,20:45:00,On Time,;;;;;;;;
Reading,London Paddington,12/01/2024,17:15:00,17:40:00,17:40:00,On Time,;;;;;;;;
Birmingham New Street,Liverpool Lime Street,11/01/2024,20:30:00,22:00:00,22:00:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,12/01/2024,17:45:00,18:15:00,18:15:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,17:45:00,19:05:00,19:05:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,17:45:00,19:05:00,19:05:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,12/01/2024,17:45:00,18:15:00,18:15:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,12/01/2024,18:00:00,19:20:00,19:20:00,On Time,;;;;;;;;
London Paddington,Reading,11/01/2024,21:30:00,22:30:00,22:30:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,11/01/2024,21:30:00,22:00:00,22:00:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,12/01/2024,18:30:00,19:50:00,,Cancelled,Weather Conditions;;;;;;;;
London Kings Cross,York,11/01/2024,21:30:00,23:20:00,23:20:00,On Time,;;;;;;;;
London Euston,Manchester Piccadilly,12/01/2024,18:45:00,20:35:00,20:35:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,12/01/2024,18:45:00,20:05:00,20:05:00,On Time,;;;;;;;;
London Kings Cross,York,12/01/2024,17:45:00,19:35:00,,Cancelled,Signal Failure;;;;;;;;
London Euston,Birmingham New Street,11/01/2024,21:45:00,23:05:00,23:05:00,On Time,;;;;;;;;
Birmingham New Street,Tamworth,12/01/2024,18:45:00,19:05:00,19:05:00,On Time,;;;;;;;;
